id,action_flow_id,action_flow_des,intention_1,intention_2,act_seq_start,act_seq_end,ob_start_frame,ob_end_frame,ob_act_seq,future_act_seq,scene
VS7VS,c030 2.50 17.00;c026 10.60 18.10;c028 12.00 19.10;c031 17.60 25.50,Taking a book from somewhere;Holding a book;Putting a book somewhere;Throwing a book somewhere,throw a book;S/He wants to arrange the book,read a book;S/He wants to enterain himself/her/hisself,2.5,25.5,61,170,Taking a book from somewhere,Holding a book;Putting a book somewhere;Throwing a book somewhere,Living room
CG7FL,c127 0.00 14.40;c102 0.00 16.10;c098 0.00 16.20;c101 11.40 18.40;c126 11.70 17.90,Tidying something on the floor;Tidying up with a broom;Holding a broom;Throwing a broom somewhere;Throwing something on the floor,tidy the floor with a broom;S/He wants to clean the room,tidy up with a broom;S/He wants to clean the floor,0,18.4,1,88,Tidying something on the floor;Tidying up with a broom;Holding a broom,Throwing a broom somewhere;Throwing something on the floor,Stairs
H4ZD8,c084 0.00 6.10;c087 4.00 10.00;c083 4.00 10.20;c088 4.40 11.50,Holding a picture;Taking a picture of something;Reaching for and grabbing a picture;Watching/looking at a picture,check the picture;S/He wants to recall something from the picture,hold a picture;S/He wants to look at a picture,0,11.5,1,55,Holding a picture,Taking a picture of something;Reaching for and grabbing a picture;Watching/looking at a picture,Dining room
Z3AGB,c000 7.20 23.50;c001 7.70 25.50;c002 8.30 16.80;c004 8.30 16.80,Holding some clothes;Putting clothes somewhere;Taking some clothes from somewhere;Tidying some clothes,put clothes somewhere;S/He wants to arrange the clothes,wash clothes;S/He wants to do the laundry,7.2,25.5,173,260,Holding some clothes;Putting clothes somewhere;Taking some clothes from somewhere;Tidying some clothes,,Closet / Walk-in closet / Spear closet
ZPRJH,c030 5.70 11.60;c026 7.90 17.00;c032 8.50 17.00;c027 8.80 16.10;c025 11.90 17.20;c031 12.40 18.40;c028 13.80 18.10,Taking a book from somewhere;Holding a book;Watching/Reading/Looking at a book;Opening a book;Closing a book;Throwing a book somewhere;Putting a book somewhere,read a book;S/He wants to entertain himself/her/hisself,read a book;S/He wants to do some reading,5.7,18.4,137,197,Taking a book from somewhere;Holding a book,Watching/Reading/Looking at a book;Opening a book;Closing a book;Throwing a book somewhere;Putting a book somewhere,Living room
K5CRM,c078 0.00 10.90;c076 0.00 13.00;c077 6.20 11.30;c079 6.40 11.40,Snuggling with a pillow;Holding a pillow;Putting a pillow somewhere;Taking a pillow from somewhere,hold a pillow;S/He wants to sleep,have a snap;S/He wants to have a rest,0,13,1,62,Snuggling with a pillow;Holding a pillow,Putting a pillow somewhere;Taking a pillow from somewhere,Hallway
JQKR5,c027 0.00 4.70;c026 0.00 25.50;c032 1.20 24.30;c025 19.70 24.90;c028 20.90 26.00,Opening a book;Holding a book;Watching/Reading/Looking at a book;Closing a book;Putting a book somewhere,read a book;S/He wants to learn something,read a book;S/He wants to enterain himself/her/hisself,0,26,1,124,Opening a book;Holding a book;Watching/Reading/Looking at a book,Closing a book;Putting a book somewhere,Living room
4C1KY,c029 0.00 33.10;c032 0.00 34.30;c026 0.00 34.70;c025 28.50 34.30;c028 30.10 35.40,Smiling at a book;Watching/Reading/Looking at a book;Holding a book;Closing a book;Putting a book somewhere,read a book;S/He wants to entertain himself/her/hisself,read a book;S/He wants to do some reading,0,35.4,1,169,Smiling at a book;Watching/Reading/Looking at a book;Holding a book,Closing a book;Putting a book somewhere,Kitchen
R1S1Z,c061 0.00 23.00;c062 0.00 23.00;c143 2.00 6.00;c064 3.00 15.00,Holding some food;Putting some food somewhere;Opening a refrigerator;Throwing food somewhere,put something into the refrigerator from a bag;S/He wants to tidy up,put food to refrigerator;S/He wants to tidy up kitchen,0,23,1,110,Holding some food;Putting some food somewhere;Opening a refrigerator;Throwing food somewhere,,Kitchen
KZPBC,c026 8.30 40.00;c027 11.20 18.60;c029 14.20 33.80;c032 14.60 40.00,Holding a book;Opening a book;Smiling at a book;Watching/Reading/Looking at a book,read a book;S/He wants to entertain himself/her/hisself,lie down and read a book;S/He wants to have a rest,8.3,40,200,351,Holding a book;Opening a book;Smiling at a book;Watching/Reading/Looking at a book,,Other
4JXAK,c147 0.30 12.50;c062 0.80 6.00;c063 1.10 5.60;c061 1.80 6.20,Someone is cooking something;Putting some food somewhere;Taking food from somewhere;Holding some food,cook something;S/He wants to prepare a meal,cook a dish;S/He wants to prepare a meal,0.3,12.5,8,65,Someone is cooking something;Putting some food somewhere;Taking food from somewhere;Holding some food,,Kitchen
D740L,c023 1.20 6.40;c020 2.10 31.40;c021 11.60 21.40;c024 26.40 31.50,Taking a bag from somewhere;Holding a bag;Opening a bag;Throwing a bag somewhere,open a bag;S/He wants to take something from a bag,take something out of the bag;S/He wants to make use of the bag,1.2,31.5,29,174,Taking a bag from somewhere;Holding a bag,Opening a bag;Throwing a bag somewhere,Living room
NUW9G,c033 0.00 6.30;c021 0.00 6.50;c034 0.00 6.80;c001 0.00 6.80;c020 0.00 9.20;c000 0.00 10.20;c022 28.80 32.00;c000 28.80 32.00,Holding a towel/s;Opening a bag;Putting a towel/s somewhere;Putting clothes somewhere;Holding a bag;Holding some clothes;Putting a bag somewhere;Holding some clothes,put something into bag;S/He wants to go outside,put something into a bag;S/He wants to make use of a bag,0,32,1,153,Holding a towel/s;Opening a bag;Putting a towel/s somewhere;Putting clothes somewhere;Holding a bag;Holding some clothes,Putting a bag somewhere;Holding some clothes,Dining room
MWPZ1,c037 0.50 18.00;c033 4.70 22.40;c034 13.80 21.80;c036 14.00 20.30,Tidying up a towel/s;Holding a towel/s;Putting a towel/s somewhere;Throwing a towel/s somewhere,fold the blanket;S/He wants to arrange the blanket,wash something with a towel;S/He wants to clean something,0.5,22.4,13,117,Tidying up a towel/s;Holding a towel/s,Putting a towel/s somewhere;Throwing a towel/s somewhere,Living room
2TU40,c020 0.00 3.10;c022 0.00 12.00;c035 0.00 31.00;c038 12.80 22.10,Holding a bag;Putting a bag somewhere;Taking a towel/s from somewhere;Washing something with a towel,wash something with a towel;S/He wants to clean something,wash his clothes;S/He wants to do some cleaning,0,31,1,148,Holding a bag;Putting a bag somewhere;Taking a towel/s from somewhere,Washing something with a towel,Kitchen
93YXJ,c118 1.40 15.70;c061 1.80 15.50;c062 4.80 42.40;c063 5.30 14.40;c119 18.90 43.20,Holding a dish;Holding some food;Putting some food somewhere;Taking food from somewhere;Putting a dish/es somewhere,prepare a snack;S/He wants to eat something,cook a dish;S/He wants to prepare a meal,1.4,43.2,34,234,Holding a dish;Holding some food;Putting some food somewhere;Taking food from somewhere,Putting a dish/es somewhere,Living room
M5S4U,c033 19.20 30.10;c038 19.50 29.00;c034 26.40 30.90;c036 26.40 30.90,Holding a towel/s;Washing something with a towel;Putting a towel/s somewhere;Throwing a towel/s somewhere,wash something using a towel;S/He wants to clean the kitchen,wash something with a towel;S/He wants to clean something,19.2,30.9,461,516,Holding a towel/s;Washing something with a towel,Putting a towel/s somewhere;Throwing a towel/s somewhere,Dining room
BU2R4,c106 0.00 16.00;c107 0.00 26.20;c109 20.30 27.30;c009 20.30 27.30,Drinking from a cup/glass/bottle;Holding a cup/glass/bottle of something;Putting a cup/glass/bottle somewhere;Putting something on a table,drink some water;S/He is thirsty,drink a glass of water;S/He is thirsty,0,27.3,1,131,Drinking from a cup/glass/bottle;Holding a cup/glass/bottle of something,Putting a cup/glass/bottle somewhere;Putting something on a table,Bathroom
RRNDQ,c107 0.00 5.10;c118 0.00 14.40;c106 4.90 14.40;c121 15.50 32.70;c119 19.00 30.30,Holding a cup/glass/bottle of something;Holding a dish;Drinking from a cup/glass/bottle;Wash a dish/dishes;Putting a dish/es somewhere,drink water;S/He is thirsty,rink some water;S/He is thirsty,0,32.7,1,156,Holding a cup/glass/bottle of something;Holding a dish;Drinking from a cup/glass/bottle,Wash a dish/dishes;Putting a dish/es somewhere,Kitchen
0QA8P,c057 0.00 9.80;c054 1.10 9.50;c000 15.30 47.80;c004 34.20 43.10;c001 38.10 48.3,Taking off some shoes;Putting shoes somewhere;Holding some clothes;Tidying some clothes;Putting clothes somewhere,undress himself;S/He wants to do the laundry,take off shoes and a shirt;S/He wants to get undressed,0,48.3,1,231,Taking off some shoes;Putting shoes somewhere,Holding some clothes;Tidying some clothes;Putting clothes somewhere,Bathroom
PURYC,c143 0.00 2.50;c110 1.20 35.00;c107 1.20 35.00;c061 4.90 35.00;c063 8.00 35.00,Opening a refrigerator;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Holding some food;Taking food from somewhere,take something out of the refrigerator;S/He wants to make use of the refrigerator,eat something;S/He is hungry,0,35,1,168,Opening a refrigerator;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Holding some food,Taking food from somewhere,Kitchen
52MV9,c118 0.00 5.50;c069 6.80 24.60;c067 7.90 14.00;c119 13.90 21.40;c061 15.00 72.00;c156 22.40 32.70;c065 22.40 32.70,Holding a dish;Taking a sandwich from somewhere;Holding a sandwich;Putting a dish/es somewhere;Holding some food;Someone is eating something;Eating a sandwich,eat a sandwich;S/He is hungry,eat a sandwich;S/He is hungry,0,72,1,345,Holding a dish;Taking a sandwich from somewhere;Holding a sandwich;Putting a dish/es somewhere,Holding some food;Someone is eating something;Eating a sandwich,Living room
YOCRB,c120 20.50 26.60;c110 20.70 26.30;c107 22.10 36.00;c156 22.40 36.00;c106 30.10 36.00,Taking a dish/es from somewhere;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Someone is eating something;Drinking from a cup/glass/bottle,clean the floor and drink a cup of something;S/He wants to do some cleaning,drink some water;S/He is thirsty,20.5,36,493,566,Taking a dish/es from somewhere;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Someone is eating something,Drinking from a cup/glass/bottle,Entryway (A hall that is generally located at the entrance of a house)
3VH9O,c044 5.40 14.30;c063 5.90 12.60;c061 8.50 31.00;c062 9.10 14.30,Taking something from a box;Taking food from somewhere;Holding some food;Putting some food somewhere,have a snack;S/He wants to enjoy her/his freetime,eat something;S/He is hungry,5.4,31,130,252,Taking something from a box;Taking food from somewhere;Holding some food;Putting some food somewhere,,Bedroom
SRTX6,c063 13.60 26.40;c061 13.60 30.90;c110 22.70 28.80;c107 23.30 30.40;c062 25.10 31.00;c109 25.70 30.60,Taking food from somewhere;Holding some food;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Putting some food somewhere;Putting a cup/glass/bottle somewhere,cook a dish;S/He wants to prepare a meal,take out some food;S/He is hungry,13.6,31,327,409,Taking food from somewhere;Holding some food,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Putting some food somewhere;Putting a cup/glass/bottle somewhere,Kitchen
RGHT9,c001 0.00 31.00;c002 0.00 31.00;c005 0.00 31.00;c004 0.00 31.00;c000 0.00 31.00,Putting clothes somewhere;Taking some clothes from somewhere;Washing some clothes;Tidying some clothes;Holding some clothes,wash some clothes;S/He wants to do the laundry,wash some clothes;S/He wants to do the laundry,0,31,1,148,Putting clothes somewhere;Taking some clothes from somewhere;Washing some clothes;Tidying some clothes;Holding some clothes,,Laundry room
3GNH7,c120 0.00 10.00;c118 0.00 10.10;c147 0.00 16.00;c063 7.10 16.00;c061 7.80 16.00,Taking a dish/es from somewhere;Holding a dish;Someone is cooking something;Taking food from somewhere;Holding some food,cook a dish;S/He wants to prepare a meal,take food while cooking;S/He wants to prepare a meal,0,16,1,76,Taking a dish/es from somewhere;Holding a dish;Someone is cooking something,Taking food from somewhere;Holding some food,Kitchen
3731F,c107 14.90 32.00;c110 14.90 32.00;c109 15.40 32.00;c118 15.60 23.00;c143 17.40 23.60;c108 21.20 27.70;c142 26.10 32.00;c106 27.50 32.00,Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Putting a cup/glass/bottle somewhere;Holding a dish;Opening a refrigerator;Pouring something into a cup/glass/bottle;Closing a refrigerator;Drinking from a cup/glass/bottle,drink some water;S/He is thirsty,drink something;S/He is thirsty,14.9,32,358,439,Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Putting a cup/glass/bottle somewhere;Holding a dish;Opening a refrigerator,Pouring something into a cup/glass/bottle;Closing a refrigerator;Drinking from a cup/glass/bottle,Dining room
4GDTQ,c032 0.00 28.00;c026 0.00 28.00;c027 8.10 16.90;c025 13.60 22.00,Watching/Reading/Looking at a book;Holding a book;Opening a book;Closing a book,read a book;S/He wants to entertain himself/her/hisself,read a book;S/He wants to do some reading,0,28,1,134,Watching/Reading/Looking at a book;Holding a book,Opening a book;Closing a book,Kitchen
705RV,c066 0.00 20.20;c063 0.80 20.20;c067 4.30 21.20;c068 15.50 21.80;c128 17.50 30.30;c129 18.10 26.90;c156 18.90 29.50,Making a sandwich;Taking food from somewhere;Holding a sandwich;Putting a sandwich somewhere;Holding some medicine;Taking/consuming some medicine;Someone is eating something,make a sandwich;S/He wants to prepare a meal,take a medicine;S/He wants to deal with illness,0,30.3,1,145,Making a sandwich;Taking food from somewhere;Holding a sandwich,Putting a sandwich somewhere;Holding some medicine;Taking/consuming some medicine;Someone is eating something,Kitchen
VLYM4,c156 25.90 37.20;c061 26.10 37.20;c065 26.50 36.00;c068 27.50 33.80;c069 29.80 39.20,Someone is eating something;Holding some food;Eating a sandwich;Putting a sandwich somewhere;Taking a sandwich from somewhere,eat a sandwich;S/He is hungry,eat a sandwich;S/He is hungry,25.9,39.2,622,685,Someone is eating something;Holding some food;Eating a sandwich;Putting a sandwich somewhere,Taking a sandwich from somewhere,Kitchen
DAS12,c023 14.80 19.90;c020 15.30 35.00;c021 15.90 22.50;c022 27.60 35.00,Taking a bag from somewhere;Holding a bag;Opening a bag;Putting a bag somewhere,put shoes into the bag;S/He wants to arrange the shoes,put something into a bag;S/He wants to make use of a bag,14.8,35,356,452,Taking a bag from somewhere;Holding a bag;Opening a bag,Putting a bag somewhere,Bathroom
0CX32,c070 0.00 8.30;c033 2.20 8.30;c036 2.80 8.80;c071 3.50 9.50;c074 4.30 8.60;c034 4.30 9.10,Holding a blanket;Holding a towel/s;Throwing a towel/s somewhere;Putting a blanket somewhere;Throwing a blanket somewhere;Putting a towel/s somewhere,fold the blanket;S/He wants to arrange the blanket,go out;S/He wants to relax,0,9.5,1,45,Holding a blanket,Holding a towel/s;Throwing a towel/s somewhere;Putting a blanket somewhere;Throwing a blanket somewhere;Putting a towel/s somewhere,Living room
I5F23,c141 2.50 8.20;c008 2.60 9.70;c113 2.80 9.20;c130 5.70 33.00,Grasping onto a doorknob;Opening a door;Opening a closet/cabinet;Putting groceries somewhere,open a door;S/He wants to put the groceries away,put drinks in the refrigerator;S/He wants to frozen drinks,2.5,33,61,206,Grasping onto a doorknob;Opening a door;Opening a closet/cabinet;Putting groceries somewhere,,Kitchen
J0SZG,c073 0.00 7.80;c070 0.00 8.40;c000 0.00 9.30;c071 0.00 9.70;c001 19.40 31.00;c005 19.40 31.00;c002 20.60 28.70,Taking a blanket from somewhere;Holding a blanket;Holding some clothes;Putting a blanket somewhere;Putting clothes somewhere;Washing some clothes;Taking some clothes from somewhere,wash some clothes;S/He wants to do the laundry,wash clothes;S/He wants to do housework,0,31,1,148,Taking a blanket from somewhere;Holding a blanket;Holding some clothes;Putting a blanket somewhere,Putting clothes somewhere;Washing some clothes;Taking some clothes from somewhere,Laundry room
7B6FP,c027 0.00 3.90;c026 0.00 5.20;c032 0.00 15.50;c025 9.70 15.50,Opening a book;Holding a book;Watching/Reading/Looking at a book;Closing a book,sit on the floor and read a book;S/He wants to learn something,read a book;S/He wants to enterain himself/her/hisself,0,15.5,1,74,Opening a book;Holding a book;Watching/Reading/Looking at a book,Closing a book,Living room
491X2,c052 0.00 19.70;c014 0.00 20.40;c011 0.00 36.00;c012 15.80 36.00,Working/Playing on a laptop;Working at a table;Sitting at a table;Tidying up a table,work on a laptop;S/He wants to finish her/his work,watch a laptop;S/He wants to work on laptop,0,36,1,172,Working/Playing on a laptop;Working at a table;Sitting at a table,Tidying up a table,Home Office / Study (A room in a house used for work)
1UFW1,c063 0.00 5.20;c061 0.00 31.00;c128 0.10 13.90;c062 13.20 22.20,Taking food from somewhere;Holding some food;Holding some medicine;Putting some food somewhere,take a medicine;S/He wants to deal with illness,arrange groceries;S/He wants to do housework,0,31,1,148,Taking food from somewhere;Holding some food;Holding some medicine,Putting some food somewhere,Pantry
OG07V,c002 0.00 24.10;c000 0.00 31.00;c004 0.00 31.00;c001 3.60 30.7,Taking some clothes from somewhere;Holding some clothes;Tidying some clothes;Putting clothes somewhere,wash some clothes;S/He wants to do the laundry,wash the clothes;S/He wants to do the laundry,0,31,1,148,Taking some clothes from somewhere;Holding some clothes;Tidying some clothes;Putting clothes somewhere,,Laundry room
KW3BO,c061 0.00 4.10;c063 0.00 6.50;c156 0.00 6.80;c110 4.70 10.30;c107 5.90 15.00;c106 6.60 13.10;c109 10.30 15.30;c062 12.90 18.00,Holding some food;Taking food from somewhere;Someone is eating something;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere;Putting some food somewhere,eat something and water with smile;S/He is thirsty,have a meal;S/He is hungry,0,18,1,86,Holding some food;Taking food from somewhere;Someone is eating something,Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Putting a cup/glass/bottle somewhere;Putting some food somewhere,Laundry room
78R4Y,c020 0.00 3.70;c021 1.00 6.00;c022 9.80 15.60;c024 11.00 15.40;c126 11.20 15.50,Holding a bag;Opening a bag;Putting a bag somewhere;Throwing a bag somewhere;Throwing something on the floor,arrange food;S/He wants to do housework,open a bag;S/He wants to take something from a bag,0,15.6,1,74,Holding a bag;Opening a bag,Putting a bag somewhere;Throwing a bag somewhere;Throwing something on the floor,Basement (A room below the ground floor)
Z3H4P,c109 0.00 31.00;c147 0.00 31.00;c110 1.30 5.90;c107 1.50 31.00;c119 1.90 31.00;c106 2.80 8.60;c063 8.70 31.00;c119 9.30 15.10;c118 11.70 17.50;c119 11.90 18.00;c120 12.30 18.10;c119 15.20 20.10;c062 20.00 29.60,Putting a cup/glass/bottle somewhere;Someone is cooking something;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Putting a dish/es somewhere;Drinking from a cup/glass/bottle;Taking food from somewhere;Putting a dish/es somewhere;Holding a dish;Putting a dish/es somewhere;Taking a dish/es from somewhere;Putting a dish/es somewhere;Putting some food somewhere,eat something;S/He is hungry,drink some water;S/He is thirsty,0,31,1,148,Putting a cup/glass/bottle somewhere;Someone is cooking something;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Putting a dish/es somewhere;Drinking from a cup/glass/bottle,Taking food from somewhere;Putting a dish/es somewhere;Holding a dish;Putting a dish/es somewhere;Taking a dish/es from somewhere;Putting a dish/es somewhere;Putting some food somewhere,Kitchen
VFDQU,c143 0.00 5.30;c063 0.00 6.80;c142 2.30 7.00;c110 2.60 10.40;c107 2.80 15.90;c106 5.30 16.20,Opening a refrigerator;Taking food from somewhere;Closing a refrigerator;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle,drink some water;S/He is thirsty,drink a bottle of something from the refrigerator;S/He is thirsty,0,16.2,1,77,Opening a refrigerator;Taking food from somewhere;Closing a refrigerator;Taking a cup/glass/bottle from somewhere;Holding a cup/glass/bottle of something,Drinking from a cup/glass/bottle,Kitchen
63GDX,c040 0.00 29.30;c041 9.50 18.30;c039 15.00 19.90;c042 25.30 29.60,Holding a box;Opening a box;Closing a box;Putting a box somewhere,check something in box;S/He wants to inspection,open a box;S/He wants to take something,0,29.6,1,142,Holding a box,Opening a box;Closing a box;Putting a box somewhere,Living room
WJEVU,c072 47.90 57.20;c073 48.20 52.20;c070 48.50 59.00;c074 53.80 59.00;c071 55.00 59.00,Snuggling with a blanket;Taking a blanket from somewhere;Holding a blanket;Throwing a blanket somewhere;Putting a blanket somewhere,fold the blanket;S/He wants to arrange the blanket,have a snap;S/He wants to have a rest,47.9,59,1150,1202,Snuggling with a blanket;Taking a blanket from somewhere;Holding a blanket,Throwing a blanket somewhere;Putting a blanket somewhere,Recreation room / Man cave
UANDB,c027 13.90 18.80;c026 14.00 26.00;c032 14.10 27.00;c029 15.20 26.00;c025 21.10 26.60,Opening a book;Holding a book;Watching/Reading/Looking at a book;Smiling at a book;Closing a book,read a book;S/He wants to do some reading,read a book;S/He wants to learn something,13.9,27,334,396,Opening a book;Holding a book;Watching/Reading/Looking at a book;Smiling at a book,Closing a book,Laundry room
E2Q68,c023 0.00 6.50;c022 0.00 7.10;c020 0.00 30.00;c021 2.60 13.50,Taking a bag from somewhere;Putting a bag somewhere;Holding a bag;Opening a bag,open a bag;S/He wants to take something from a bag,take something from bag;S/He wants to organize items,0,30,1,144,Taking a bag from somewhere;Putting a bag somewhere;Holding a bag;Opening a bag,,Kitchen
FKGY7,c155 0.00 9.50;c001 5.40 10.50;c003 5.50 10.20;c002 6.60 13.00;c035 6.60 13.00;c036 10.10 13.00,Someone is undressing;Putting clothes somewhere;Throwing clothes somewhere;Taking some clothes from somewhere;Taking a towel/s from somewhere;Throwing a towel/s somewhere,dress clothes;S/He wants to change clothes,undress himself;S/He wants to do some laundry,0,13,1,62,Someone is undressing,Putting clothes somewhere;Throwing clothes somewhere;Taking some clothes from somewhere;Taking a towel/s from somewhere;Throwing a towel/s somewhere,Bedroom
04MTP,c061 0.00 32.00;c063 0.00 32.00;c062 0.00 32.00;c156 0.70 32.00,Holding some food;Taking food from somewhere;Putting some food somewhere;Someone is eating something,eat something;S/He is hungry,eat food;S/He is hungry,0,32,1,153,Holding some food;Taking food from somewhere;Putting some food somewhere;Someone is eating something,,Recreation room / Man cave
UGJSB,c048 0.00 4.40;c047 0.00 26.20;c051 0.40 21.50;c046 15.90 22.70,Opening a laptop;Holding a laptop;Watching a laptop or something on a laptop;Closing a laptop,use a laptop;S/He wants to do some work,watch a laptop;S/He wants to work on laptop,0,26.2,1,125,Opening a laptop;Holding a laptop;Watching a laptop or something on a laptop,Closing a laptop,Laundry room
2074D,c035 5.40 13.70;c033 8.60 23.40;c036 9.80 23.00;c037 15.60 23.60,Taking a towel/s from somewhere;Holding a towel/s;Throwing a towel/s somewhere;Tidying up a towel/s,tidy up the blanket;S/He wants to arrange the blanket,wash something with a towel;S/He wants to clean something,5.4,23.6,130,216,Taking a towel/s from somewhere;Holding a towel/s,Throwing a towel/s somewhere;Tidying up a towel/s,Hallway
PPUOO,c034 6.20 16.70;c036 6.40 16.90;c035 8.50 17.30;c033 9.80 17.40;c037 12.20 19.50,Putting a towel/s somewhere;Throwing a towel/s somewhere;Taking a towel/s from somewhere;Holding a towel/s;Tidying up a towel/s,wash something with a towel;S/He wants to clean something,arrange towels;S/He wants to do housework,6.2,19.5,149,212,Putting a towel/s somewhere;Throwing a towel/s somewhere;Taking a towel/s from somewhere,Holding a towel/s;Tidying up a towel/s,Bathroom
Q5YDL,c120 15.30 20.80;c063 15.80 20.10;c118 15.80 38.40;c061 16.10 38.40;c156 20.10 37.30;c062 20.90 26.70;c119 33.30 39.90,Taking a dish/es from somewhere;Taking food from somewhere;Holding a dish;Holding some food;Someone is eating something;Putting some food somewhere;Putting a dish/es somewhere,eat food;S/He is hungry,eat some food;S/He is hungry,15.3,39.9,368,485,Taking a dish/es from somewhere;Taking food from somewhere;Holding a dish;Holding some food;Someone is eating something,Putting some food somewhere;Putting a dish/es somewhere,Living room
EB1RG,c100 2.80 13.50;c098 3.60 29.00;c138 8.10 23.60;c137 24.10 29.00,Taking a broom from somewhere;Holding a broom;Taking a vacuum from somewhere;Holding a vacuum,hold a broom;S/He wants to clean something,hold a vacuum while holding a broom;S/He wants to clean the room,2.8,29,68,192,Taking a broom from somewhere;Holding a broom,Taking a vacuum from somewhere;Holding a vacuum,Pantry
HOZ76,c030 20.00 25.00;c026 20.90 32.00;c027 23.00 28.00;c032 25.00 32.00,Taking a book from somewhere;Holding a book;Opening a book;Watching/Reading/Looking at a book,read a book;S/He wants to entertain himself/her/hisself,read a book;S/He wants to learn something,20,32,481,537,Taking a book from somewhere;Holding a book,Opening a book;Watching/Reading/Looking at a book,Dining room
KY2KA,c043 11.30 15.70;c042 11.70 17.30;c040 12.20 18.20;c041 17.70 22.60;c044 21.50 26.80,Taking a box from somewhere;Putting a box somewhere;Holding a box;Opening a box;Taking something from a box,take something out of the box;S/He wants to look for something,open a box;S/He wants to take something,11.3,26.8,272,345,Taking a box from somewhere;Putting a box somewhere;Holding a box,Opening a box;Taking something from a box,Living room
1KJI0,c147 0.00 9.80;c143 6.60 13.20;c061 11.60 30.00;c108 18.30 25.40,Someone is cooking something;Opening a refrigerator;Holding some food;Pouring something into a cup/glass/bottle,cook a dish;S/He wants to prepare a meal,cook something;S/He wants to prepare a meal,0,30,1,144,Someone is cooking something,Opening a refrigerator;Holding some food;Pouring something into a cup/glass/bottle,Kitchen
HXUI5,c055 0.00 14.50;c000 9.00 15.20;c002 11.90 18.30;c148 13.40 28.70,Putting on shoe/shoes;Holding some clothes;Taking some clothes from somewhere;Someone is dressing,wear a jacket;S/He wants to get dressed,put on a coat;S/He wants to get dressed,0,28.7,1,137,Putting on shoe/shoes,Holding some clothes;Taking some clothes from somewhere;Someone is dressing,Closet / Walk-in closet / Spear closet
6PQZE,c076 14.40 29.40;c079 14.70 19.70;c080 15.50 27.50;c077 25.10 30.20,Holding a pillow;Taking a pillow from somewhere;Throwing a pillow somewhere;Putting a pillow somewhere,hold a pillow;S/He wants to sleep,move the pillow to other place;S/He wants to change the pillow's location,14.4,30.2,346,421,Holding a pillow;Taking a pillow from somewhere;Throwing a pillow somewhere,Putting a pillow somewhere,Entryway (A hall that is generally located at the entrance of a house)
DEJ35,c120 18.20 28.00;c067 18.60 25.50;c118 19.20 25.70;c063 19.20 28.0;c069 19.50 28.0;c062 21.10 28.0,Taking a dish/es from somewhere;Holding a sandwich;Holding a dish;Taking food from somewhere;Taking a sandwich from somewhere;Putting some food somewhere,awake and hold a dish;S/He wants to wash the dish,eat a sandwich;S/He is hungry,18.2,28,437,483,Taking a dish/es from somewhere;Holding a sandwich;Holding a dish;Taking food from somewhere;Taking a sandwich from somewhere,Putting some food somewhere,Recreation room / Man cave
7H7PN,c002 2.40 8.40;c000 8.40 29.00;c001 14.40 22.80;c004 22.30 31.00,Taking some clothes from somewhere;Holding some clothes;Putting clothes somewhere;Tidying some clothes,wash some clothes;S/He wants to do the laundry,take some clothes from a bag;S/He wants to arrange the clothes,2.4,31,58,194,Taking some clothes from somewhere,Holding some clothes;Putting clothes somewhere;Tidying some clothes,Living room
ZXHLY,c107 0.00 20.00;c108 2.00 16.00;c111 2.00 16.00;c121 4.30 10.90;c119 15.10 20.80;c109 15.70 21.00,Holding a cup/glass/bottle of something;Pouring something into a cup/glass/bottle;Washing a cup/glass/bottle;Wash a dish/dishes;Putting a dish/es somewhere;Putting a cup/glass/bottle somewhere,wash a cup and the door;S/He wants to clean the room,wash a cup;S/He wants to clean the kitchen,0,21,1,100,Holding a cup/glass/bottle of something;Pouring something into a cup/glass/bottle;Washing a cup/glass/bottle,Wash a dish/dishes;Putting a dish/es somewhere;Putting a cup/glass/bottle somewhere,Bathroom
NTXXB,c018 11.00 17.50;c015 13.50 37.00;c087 16.90 26.90;c016 19.20 37.00,Taking a phone/camera from somewhere;Holding a phone/camera;Taking a picture of something;Playing with a phone/camera,play with a phone;S/He wants to take a picture,have a joyful activity;S/He wants to entertain himself/her/hisself,11,37,265,388,Taking a phone/camera from somewhere;Holding a phone/camera,Taking a picture of something;Playing with a phone/camera,Entryway (A hall that is generally located at the entrance of a house)
